100,-17,-25,25,0,12,0,-15,-5,48,0,16,0,0,0,0,-10,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,0x0
30,-17,-25,25,0,12,0,-15,-5,48,0,16,0,0,0,0,-10,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0x0
5,-15,-25,25,-13,12,0,-10,15,50,50,10,0,0,0,-30,-10,0,0,30,10,0,0,0,0,0,0,0,0,0,4,4,0x0
30,-15,-25,25,-13,12,0,-10,18,50,50,10,0,0,0,-30,-10,0,0,30,10,0,0,0,0,0,0,0,0,0,5,5,0x0
70,-15,-25,25,0,12,0,-12,-34,40,0,13,0,0,0,0,-10,0,0,0,10,0,0,0,0,0,0,0,0,0,6,6,0x0
80,0,-15,15,0,0,0,0,-15,15,0,0,0,0,0,0,-10,0,0,0,10,0,0,0,0,0,0,0,0,0,7,7,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0x0
