8,-17,-19.2,19.2,1.7,17,0,-21.1,-29.5,29.1,1.7,20.1,0.1,0,0,10,-22.1,-36.7,0,-18.2,20.1,37,0,-0.2,0,0,0,0,0,0,2,2,0x0
3,-18,-19.2,19.2,1.7,17,0,-21.1,-29.5,56,13.6,20.1,-2.7,0,0,12,-22.1,-36.7,0,-32.2,17.1,37,0,-0.2,0,0,0,0,0,0,3,3,0x0
1,-15,-19.2,19.2,-12.3,17,5,-21.1,40.5,56,13.6,20.1,-6.5,0,0,12,-22.1,-36.7,0,-32.2,17.1,37,0,-0.2,0,0,0,0,0,0,4,4,0x0
40,-17,-19.2,19.2,1.7,17,0,-13.1,-45.5,51,13.6,25.1,-1.7,0,0,-6,-22.1,-36.7,0,-25.2,17.1,37,0,-0.2,0,0,0,0,0,0,5,5,0x0
50,2,-19.2,19.2,1.7,-2,0,-2.2,-19.5,19.1,1.7,2.2,0.1,0,0,-18,-3.2,-36.7,0,-18.2,3.2,37,0,-0.2,0,0,0,0,0,0,6,6,0x0
1,2,-26,26,1,1,0,-2,-27,27,1,3,0,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,0,0,0,7,7,0x0
1,2,-26,26,1,1,0,-2,-27,27,1,3,0,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,0,0,0,8,8,0x0
1,2,-26,26,1,1,0,-2,-27,27,1,3,0,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,0,0,0,9,9,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0x0
