20,0,7,43,-33,0,0,0,7,43,-33,0,0,0,0,0,-70,0,0,0,70,0,0,0,0,0,0,0,0,0,2,2,0x0
30,0,7,43,-33,0,0,0,7,43,-33,0,0,0,0,0,-70,0,0,0,70,0,0,0,0,0,0,0,0,0,3,3,0x0
30,0,-25,-20,24,-85,0,0,-25,-20,24,85,0,0,0,0,-70,0,0,0,70,0,0,0,0,0,0,0,0,0,4,4,0x0
516,0,-25,-20,24,-85,0,0,-25,-20,24,85,0,0,0,0,-70,0,0,0,70,0,0,0,0,0,0,0,0,0,5,5,0x0
30,0,-25,-20,10,-85,0,0,-25,-20,10,85,0,0,0,-160,-70,0,0,-160,70,0,0,0,0,0,0,0,0,0,6,6,0x0
30,0,-25,-20,10,-85,0,0,-25,-20,10,85,0,0,0,-160,12,0,0,-160,-12,0,0,0,0,0,0,0,0,0,7,7,0x0
5,0,-25,-20,10,-85,0,0,-25,-20,10,85,0,0,0,0,12,0,0,0,-12,0,0,0,0,0,0,0,0,0,8,8,0x0
65,0,-25,-20,10,-85,0,0,-25,-20,10,85,0,0,0,-41,12,0,0,-41,-12,0,0,0,0,0,0,0,0,0,9,9,0x0
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,49,0,0,0,0,0,0,0,0,0,10,10,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0
