70,27,-30,30,0,-12,0,15,-25,25,0,-8,0,0,0,0,-10,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,0x0
36,10,-40,40,-15,-10,0,15,-25,25,0,-8,0,0,0,-40,-10,0,0,40,10,0,0,0,0,0,0,0,0,0,3,3,0x0
35,10,16,50,8,-10,0,15,-25,25,0,-8,0,0,0,30,-10,0,0,-30,10,0,0,0,0,0,0,0,0,0,4,4,0x0
10,10,16,50,8,-10,0,15,-25,25,0,-8,0,0,0,30,-10,0,0,-30,10,0,0,0,0,0,0,0,0,0,5,5,0x0
75,15,-34,34,0,-10,0,15,-25,25,0,-8,0,0,0,0,-10,0,0,0,10,0,0,0,0,0,0,0,0,0,6,6,0x0
100,0,-15,15,0,0,0,0,-15,15,0,0,0,0,0,0,-7,0,0,0,9,0,0,0,0,0,0,0,0,0,7,7,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0x0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0
